No.total,Serial No.,StationCo,Name_Kor,Name_Eng,River Syst,River name,Transmissi,Instrument,Address,Longitude,Latitude,Longitude_,Latitude_d,Beginning,Tidal,Elevation,Elevatio_1,Possible,Discharge,Drainage A,Distance f,Grade of,Remarks,Management,classifica,권역,Level,선정1,Final,확대지점,type,주의수위,경계수위,심각수위,기왕 최대수위,기왕 최대수위 사상,경계수위 초과유무,경계수위 초과사상,심각수위 초과유무,심각수위 초과사상,Hydro model,Rating curve,시나리오대상,Basic Model,Predict Rainfall Model,Scenario model,Representative,
504,504,3301652,전주시(신평교),Jeonjusi(Sinpyeonggyo),만경강,삼천,"VHF, M2M",레이더,전라북도 전주시 완산구 원당동 282-5 신평교,127-07-01,35-46-20,127.1169444,35.77222222,2012-01-01,무,30.593,36.594,4.6,무,97.85,8.5,A,(관측소명 변경) 신평 → 전주시(신평교),환경부,,영산강,지방,,,,지류,,,,,,,,,,,,,,,,,
505,505,3301654,전주시(세내교),Jeonjusi(Senaegyo),만경강,삼천,"VHF, M2M","레이더, 레이더2",전라북도 전주시 완산구 삼천동1가 323-3 세내교,127-06-44,35-47-33,127.1122222,35.7925,2018-12-26,무,24.45,32.496,6,유,120.17,5.92,A,(관측소명 변경)  전주시(삼천교) → 전주시(세내교) / 이설,환경부,,영산강,지방,확대특보지점,O,,지류,,3.5,4.5,5.5,5.31,,O,44051,X,,O,O,X,●,,,기본
506,506,3301655,전주시(서곡교),Jeonjusi(Seogokgyo),만경강,삼천,"VHF, M2M","레이더, 레이더2",전라북도 전주시 완산구 서신동 738-1 서곡교,127-06-20,35-50-11,127.1055556,35.83638889,2006-03-03,무,17.248,27.778,7,무,150.01,0.63,A,(관측소명 변경) 효자 → 전주시(서곡교),환경부,확대특보지점,영산강,지방,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
507,507,3301657,전주시(서천교),Jeonjusi(Seocheongyo),만경강,전주천,"VHF, M2M",레이더,전라북도 전주시완산구 서완산동1가 231-1 서천교,127-08-29,35-48-44,127.1413889,35.81222222,2016-12-29,무,33.224,41.327,6,유,88.06,11.96,A,(관측소명 변경) 완산 → 전주시(서천교),환경부,확대특보지점,영산강,지방,확대특보지점,O,,지류,,3.5,4.6,5.7,4.62,,O,44050,X,,O,O,X,●,,,기본
508,508,3301662,전주시(은석교),Jeonjusi(eunseokgyo),만경강,전주천,"위성, M2M",레이더,전라북도 전주시 완산구 색장동 151-2 은석교,127-11-38,35-47-39,127.1938889,35.79416667,2012-01-01,무,61.055,66.713,4.5,무,72.20,17.81,B,(관측소명 변경) 은석 → 전주시(은석교),환경부,,영산강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
509,509,3301665,전주시(미산교),Jeonjusi(Misangyo),만경강,전주천,"VHF, M2M","레이더, 압력",전라북도 전주시 덕진구 전미동2가 1384-10 미산교,127-05-51,35-52-46,127.0975,35.87944444,2000-01-01,무,9.118,16.741,6,유,277.56,1.73,A,(관측소명 변경) 전주 → 전주시(미산교),환경부,현재특보지점,영산강,국가,현재특보지점,O,,지류,,3,4,5.1,4.52,,O,"2011-08-09, 2020-08-08",X,,O,O,X,●,,,기본
510,510,3301670,완주군(삼례교),Wanjugun(Samryegyo),만경강,만경강,"VHF, M2M","부자, 압력",전라북도 완주군 삼례읍 삼례리 647 삼례교 하류,127-04-16,35-53-54,127.0711111,35.89833333,1917-05-01,무,3.096,13.085,9,무,810.5,37.77,A,(관측소명 변경) 대천 → 완주군(삼례교),환경부,현재특보지점,영산강,국가,현재특보지점,O,,본류,,6,7,8,7.39,,O,"2011-07-10, 2011-08-09, 2020-08-08, 2023-07-14",X,,O,O,X,●,,,기본
511,511,3301675,익산시(인수교),Iksangun(Insugyo),만경강,익산천,"VHF, M2M","부자, 레이더",전라북도 익산시 춘포면 인수리 312 인수교,127-02-04,35-55-23,127.0344444,35.92305556,2004-10-04,무,3.104,12.345,8,무,66.9,2.82,A,(관측소명 변경) 인수 → 익산시(인수교),환경부,,영산강,지방,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
512,512,3301685,익산시(만경교),Iksansi(Mangyeonggyo),만경강,만경강,"VHF, M2M",레이더,전라북도 익산시 오산면 목천리 1177-5 만경교,126-55-55,35-54-49,126.9319444,35.91361111,2000-01-01,유,-2.107,9.691,8,무,1087.58,23.09,A,(관측소명 변경) 목천 → 익산시(만경교),환경부,,영산강,국가,추가선정,,추가선정,본류,,,,,,,,,,,,,,,,,
513,513,3301688,군산시(원두교),Gunsansi(Wondugyo),만경강,탑천,"VHF, M2M","수정식, 레이더",전라북도 군산시 대야면 광교리 1014-1 원두교,126-51-23,35-55-31,126.8563889,35.92527778,2010-01-01,유,-0.07,6.351,6,무,146.27,1.29,B,(관측소명 변경) 원두 → 군산시(원두교),환경부,,영산강,지방,,,,지류,,,,,,,,,,,,,,,,,
514,514,3301690,김제시(만경대교),Gimjesi(Mangyeondaegyo),만경강,만경강,"VHF, M2M","부자, 레이더",전라북도 김제시 청하면 동지산리 1100 만경대교 ,126-50-18,35-54-39,126.8383333,35.91083333,1917-03-01,유,-2.244,7.609,9,무,1405.6,12.41,A,(관측소명 변경) 동지산 → 김제시(만경대교),환경부,,영산강,국가,,,,본류,,,,,,,,,,,,,,,,,
515,515,3302615,정읍시(행정교),Jeongeupsi(Haengjeonggyo),동진강,동진강,"VHF, M2M",레이더,전라북도 정읍시 옹동면 산성리 1312 행정교,126-58-42,35-36-57,126.9783333,35.61583333,2007-01-01,무,19.135,25.857,6,무,111.66,30.27,B,(관측소명 변경) 옹동  →  정읍시(행정교),환경부,,영산강,국가,,,,본류,,,,,,,,,,,,,,,,,
516,516,3302620,정읍시(거산교),Jeongeupsi(Geosangyo),동진강,동진강,"VHF, M2M","부자,레이더",전라북도 정읍시 태인읍 태서리 960-23 거산교,126-55-38,35-38-55,126.9272222,35.64861111,2002-01-01,무,6.451,16.136,7,유,153.40,24.04,A,(관측소명 변경) 태인  →  정읍시(거산교),환경부,,영산강,지방,확대특보지점,O,,본류,,3.1,4.2,5.4,5.15,,O,"2011-08-09, 2020-08-08, 2023-06-28, 2023-07-14, 2023-07-18, 2023-07-24, 2023-08-10",X,,O,O,X,●,,,기본
517,517,3302630,정읍시(정우교),Jeongeupsi(Jeongugyo),동진강,동진강,"VHF, M2M","부자, 레이더",전라북도 정읍시 정우면 대사리 878-19 정우교,126-53-21,35-40-37,126.8891667,35.67694444,1929-01-01,유,1.454,11.337,8,무,219.32,18.92,A,(관측소명 변경) 신태인  →  정읍시(정우교),환경부,현재특보지점,영산강,국가,현재특보지점,O,,본류,,6,7,8,7.28,,O,40764,X,,O,O,X,●,,,기본
518,518,3302643,정읍시(상동교),Jeongeupsi(Sangdonggyo),동진강,정읍천,"VHF, M2M","부자,레이더",전라북도 정읍시 송산동 73-2 상동교,126-52-09,35-33-17,126.8691667,35.55472222,2007-01-01,무,45.703,52.095,6.5,무,44.31,18.11,A,(관측소명 변경) 상동  →  정읍시(상동교),환경부,,영산강,국가,,,,지류,,,,,,,,,,,,,,,,,
519,519,3302645,정읍시(죽림교),Jeongeupsi(Jukrimgyo),동진강,정읍천,"VHF, M2M","레이더,레이더2",전라북도 정읍시 연지동 217-5 죽림교,126-50-37,35-34-04,126.8436111,35.56777778,2007-01-01,무,27.29,32.94,5,유,50.49,15.33,A,(관측소명 변경) 연지  →  정읍시(죽림교),환경부,확대특보지점,영산강,국가,확대특보지점,O,,지류,,2.4,2.8,3.4,5.69,,O,"2011-08-09, 2012-08-30, 2019-07-27, 2020-07-31, 2020-08-08, 2021-08-24, 2023-07-14, 2023-07-15, 2023-07-24",O,"2011-08-09, 2012-08-30",O,O,X,●,,,기본
520,520,3302652,정읍시(상평교),Jeongupsi(Sangpyeonggyo),동진강,천원천,"위성, M2M",레이더,전라북도 정읍시 상평동 699-17 상평교,126-49-24,35-33-42,126.8233333,35.56166667,2023-01-01,무,22.965,29.439,5.4,무,72.78,1.76,A,신설(2023),환경부,,영산강,지방,,,,지류,,,,,,,,,,,,,,,,,
521,521,3302653,정읍시(정읍교),Jeongeupsi(Jeongeupgyo),동진강,정읍천,"VHF, M2M","부자,레이더",전라북도 정읍시 용계동 778-1 정읍교 하류,126-49-45,35-35-10,126.8291667,35.58611111,2008-01-01,무,15.169,22.402,7,무,131.75,12.44,A,(관측소명 변경) 공평  →  정읍시(정읍교),환경부,,영산강,국가,,,,지류,,,,,,,,,,,,,,,,,
522,522,3302654,정읍시(망담교),Jeongupsi(Mangdamgyo),동진강,한교천,"VHF, M2M",레이더,전라북도 정읍시 정우면 우산리 657-2 망담교,126-52-17,35-37-43,126.8713889,35.62861111,2023-01-01,무,7.607,12.628,4.2,유,31.66,1.06,A,신설(2023),환경부,,영산강,지방,,,,지류,,,,,,,,,,,,,,,,,
523,523,3302655,정읍시(정읍천대교),Jeongeupsi(Jeongeupcheondaegyo),동진강,정읍천,"VHF, M2M","부자,레이더",전라북도 정읍시 정우면 초강리 810 정읍천대교,126-51-52,35-38-19,126.8644444,35.63861111,2000-06-01,무,3.088,13.872,9,무,157.63,5.29,A,(관측소명 변경) 정읍  →  정읍시(정읍천대교),환경부,,영산강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
524,524,3302657,정읍시(풍월교),Jeongeupsi(Pungwolgyo),동진강,고부천,"VHF, M2M","부자, 레이더",전라북도 정읍시 영원면 풍월리 569-6,126-44-57,35-38-44,126.7491667,35.64555556,2011-01-01,무,-0.123,7.802,5.5,무,169.43,13.02,A,(관측소명 변경) 풍월  →  정읍시(풍월교),환경부,확대특보지점,영산강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
525,525,3302658,정읍시(초강리),Jeongeupsi(Chogangri),동진강,정읍천,"VHF, M2M","부자, 압력",전라북도 정읍시 정우면 초강리 819-5 정읍천대교 하류,126-51-46,35-38-40,126.8627778,35.64444444,2011-01-01,무,2.975,12.023,8,유,196.99,4.59,A,(관측소명 변경) 정우  →  정읍시(초강리),환경부,현재특보지점,영산강,국가,현재특보지점,O,,지류,,5,6,6.6,6.94,,O,40764,O,40764,O,O,X,●,,,기본
526,526,3302660,정읍시(양전교),Jeongeupsi(Yangjeongyo),동진강,원평천,"VHF, M2M","부자, 레이더",전라북도 정읍시 감곡면 삼평리 1-1,126-54-27,35-44-50,126.9075,35.74722222,2011-01-01,무,1.792,9.948,7,무,141.93,12.37,A,(관측소명 변경) 양전  →  정읍시(양전교),환경부,확대특보지점,영산강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
527,527,3302665,김제시(군포교),Gimjesi(Gunpogyo),동진강,동진강,"VHF, M2M","부자, 레이더",전라북도 김제시 부량면 옥정리 425-4 (구)군포교,126-49-03,35-43-04,126.8175,35.71777778,2000-06-01,유,-1.052,9.214,9,무,493.93,10.54,A,(관측소명 변경) 부량  →  김제시(군포교),환경부,,영산강,국가,,,,본류,,,,,,,,,,,,,,,,,
528,528,3302675,부안군(평교),Buangun(Pyeonggyo),동진강,고부천,"VHF, M2M","부자,레이더",전라북도 부안군 백산면 평교리 847 평교,126-46-57,35-42-20,126.7825,35.70555556,2000-06-01,유,-0.872,10.494,8,무,240.03,5.52,A,(관측소명 변경) 백산  →  부안군(평교),환경부,,영산강,국가,,,,지류,,,,,,,,,,,,,,,,,
529,529,3302680,김제시(용동교),Gimjesi(Yongdonggyo),동진강,두월천,"VHF, M2M",레이더,전북 김제시 황산동 683-28,126-54-20,35-47-20,126.9055556,35.78888889,2015-01-01,무,2.395,8.933,5,무,79,5.1,A,(관측소명 변경) 황산  →  김제시(용동교),환경부,확대특보지점,영산강,지방,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
530,530,3302685,김제시(죽산교),Gimjesi(Juksangyo),동진강,원평천,"VHF, M2M",레이더,전라북도 김제시 죽산면 죽산리 957 죽산교,126-48-44,35-46-00,126.8122222,35.76666667,2000-06-01,유,-2.098,7.007,8,무,257.33,3.12,A,(관측소명 변경) 죽산  →  김제시(죽산교),환경부,,영산강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
531,531,4001610,진안군(좌포교),Jinangun(Jwapogyo),섬진강,섬진강,"위성, M2M",부자,전라북도 진안군 성수면 도통리 521-5 좌포교 하류,127-19-06,35-44-12,127.3183333,35.73666667,2009-01-01,무,243.631,249.575,5,유,190.37,200.09,A,(관측소명 변경) 좌포  →  진안군(좌포교),환경부,확대특보지점,섬진강,지방,확대특보지점,O,,본류,,3.6,4.3,5,4.99,,O,"2020-08-07, 2020-08-08",X,,O,O,X,●,,,기본
532,532,4002620,임실군(강동교),Imsilgun(Gangdonggyo),섬진강,갈담천,"위성, M2M",레이더,전라북도 임실군 강진면 갈담리 474-6 강동교,127-09-37,35-31-40,127.1602778,35.52777778,2023-01-01,무,125.355,133.161,7,유,67.3,0.97,A,신설(2023),환경부,,섬진강,지방,확대특보지점,O,,지류,,3.15,3.65,4.45,2.63,45122.79167,X,,X,,X,,O,○,,●,시나리오
533,533,4002640,임실군(일중리),Imsil(Iljungri),섬진강,섬진강,"VHF, M2M","부자,수정",전라북도 임실군 덕치면 일중리 568,127-08-60,35-29-47,127.15,35.49638889,1962-06-01,무,114.547,125.321,10,유,854.87,127.91,A,(관측소명 변경) 덕치  →  임실군(일중리),환경부,현재특보지점,섬진강,국가,현재특보지점,O,,본류,,4,5,6.4,1900-01-06 17:02,,O,"2011-08-09, 2020-08-08, 2023-07-15",O,"2011-08-09, 2020-08-08",O,O,X,●,,,기본
534,534,4002690,순창군(평남리),Sunchanggun(Pyeongnamri),섬진강,섬진강,"VHF, M2M","부자, 레이더",전라북도 순창군 적성면 평남리 산 119,127-12-57,35-25-25,127.2158333,35.42361111,1970-10-01,무,78.264,89.948,5,무,998.97,111.32,A,(관측소명 변경) 제2섬진  →  순창군(평남리),환경부,,섬진강,국가,,,,본류,,,,,,,,,,,,,,,,,
535,535,4003630,임실군(오수교),Imsilgun(Osugyo),섬진강,둔남천,"위성, M2M",레이더,전라북도 임실군 오수면 오수리 오수교,127-19-29,35-32-30,127.3247222,35.54166667,2022-01-01,무,117.1,123.238,6,무,74.25,0.81,A,신설(2022),환경부,,섬진강,지방,,,,지류,,,,,,,,,,,,,,,,,
536,536,4003650,임실군(신기교),Imsilgun(Singigyo),섬진강,오수천,"VHF, M2M","부자, 레이더",전라북도 임실군 오수면 신기리 398-1 신기교,127-19-29,35-30-28,127.3247222,35.50777778,2012-01-01,무,107.995,115.291,8,유,160.61,16.94,A,(관측소명 변경) 신기 → 임실군(신기교),환경부,,섬진강,지방,확대특보지점,O,,지류,,3.3,4.1,4.9,3.85,44051.3125,X,,X,,O,O,O,○,,●,시나리오
537,537,4003690,순창군(현포리),Sunchanggun(Hyunpori),섬진강,오수천,"VHF, M2M","부자, 수정",전라북도 순창군 동계면 현포리 820,127-14-43,35-26-22,127.2452778,35.43944444,1970-01-01,무,84.353,90.968,6,유,357.66,33.66,A,(관측소명 변경) 오수 → 순창군(현포리),환경부,확대특보지점,섬진강,지방,확대특보지점,O,,지류,,3.8,4.3,4.7,5.09,,O,"2011-08-09, 2013-07-05, 2020-08-08",O,44051,O,O,X,●,,,기본
538,538,4004615,순창군(유적교),Sunchanggun(Yujeokgyo),섬진강,섬진강,"VHF, M2M",부자,전라북도 순창군 적성면 고원리 928 유적교,127-12-33,35-23-34,127.2091667,35.39277778,1917-03-01,무,72.685,81.624,11,유,1389.45,105.63,A,(관측소명 변경) 적성 → 순창군(유적교),환경부,,섬진강,국가,확대특보지점,O,,본류,,4.9,6.3,7.8,8.61,,O,"2011-08-09, 2020-08-08",O,"2011-08-09, 2020-08-08",O,O,X,●,,,기본
539,539,4004630,순창군(옥천교),Sunchanggun(Okcheongyo),섬진강,경천,"VHF, M2M"," 수정, 레이더",전라북도 순창군 순창읍 순화리 913-4 옥천교,127-08-00,35-22-29,127.1333333,35.37472222,1986-12-26,무,84.92,91.428,6,유,44.33,9.54,A,(관측소명 변경) 순창2 → 순창군(옥천교),환경부,확대특보지점,섬진강,지방,확대특보지점,O,,지류,,3,3.5,4,4.04,,O,44051,O,44051,O,O,X,●,,,기본
540,540,4004640,순창군(유풍교),Sunchanggun(Yupunggyo),섬진강,경천,"VHF, M2M",부자,전라북도 순창군 풍산면 두승리 875 유풍교,127-11-04,35-21-33,127.1844444,35.35916667,2010-01-01,무,69.021,78.892,8,무,132.33,0.95,A,(관측소명 변경) 유풍 → 순창군(유풍교),환경부,,섬진강,지방,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
541,541,4004650,곡성군(합강교),Gokseonggun(hapganggyo),섬진강,옥과천,"VHF, M2M",레이더,전라남도 곡성군 옥과면 합강리 101-20 합강교,127-10-50,35-19-19,127.1805556,35.32194444,2009-01-01,무,64.826,73.18,4.5,유,131.04,0.29,A,(관측소명 변경) 합강 → 곡성군(합강교),환경부,확대특보지점,섬진강,지방,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
542,542,4004660,남원시(신덕리),Namwonsi(Sindeokri),섬진강,섬진강,"VHF, M2M","부자, 레이더",전라북도 남원시 대강면 신덕리 190,127-12-59,35-19-53,127.2163889,35.33138889,1962-07-01,무,58.875,68.217,9.7,유,1756.44,90.48,A,(관측소명 변경) 대강 → 남원시(신덕리),환경부,,섬진강,국가,,,,본류,,,,,,,,,,,,,,,,,
543,543,4004680,곡성군(용두교),Gokseonggun(Yongdugyo),섬진강,옥과천,"VHF, M2M",레이더,전라남도 곡성군 옥과면 리문리 527-46 용두교,127-08-07,35-16-17,127.1352778,35.27138889,2023-01-01,무,81.615,87.816,4.3,유,53.68,8.78,A,신설(2023),환경부,,섬진강,지방,,,,지류,,,,,,,,,,,,,,,,,
544,544,4004690,곡성군(금곡교),Namwonsi(geumgokgyo),섬진강,섬진강,"VHF, M2M","레이더, 레이더2",전라북도 남원시 금지면 귀석리 718-4 금곡교,127-17-56,35-18-34,127.2988889,35.30944444,1997-03-01,무,46.688,58.094,9,유,1795.71,81.87,A,(관측소명 변경) 곡성 → 곡성군(금곡교),환경부,현재특보지점,섬진강,국가,현재특보지점,O,,본류,,6,7,8.7,9.51,,O,"2020-08-07, 2020-08-08, 2023-07-15",O,44051,O,O,X,●,,,기본
545,545,4005627,장수군(동화저수지),Jangsugun(Donghwajeosuji),섬진강,백운천,"VHF, M2M",레이더,전라북도 장수군 번암면 죽림리 동화저수지,127-32-19,35-32-44,127.5386111,35.54555556,2021-01-01,무,0,326.739,325,무,58.8,1.42,A,신설(2021),환경부,,섬진강,지방,,,,지류,,,,,,,,,,,,,,,,,
546,546,4005645,남원시(월석교),Namwonsi(Wolseokgyo),섬진강,요천,"위성, M2M","부자, 수정",전라북도 남원시 산동면 월석리 222 월석교 하류,127-30-52,35-29-52,127.5144444,35.49777778,2010-01-01,무,193.531,201.192,7.5,유,167.35,35.8,A,(관측소명 변경) 월석 → 남원시(월석교),환경부,확대특보지점,섬진강,지방,확대특보지점,O,,지류,,3.5,4.5,5.5,4.68,,O,44051,X,,O,O,X,●,,,기본
547,547,4005660,남원시(요천교),Namwonsi(Yocheongyo),섬진강,요천,"위성, M2M",부자,전라북도 남원시 이백면 남계리 1102-1 요천교 하류,127-26-10,35-27-19,127.4361111,35.45527778,1973-01-01,무,131.877,137.439,6,무,221.35,26.33,B,(관측소명 변경) 번암 → 남원시(요천교),환경부,,섬진강,국가,추가선정,,추가선정,지류,,,,,,,,,,,,,,,,,
548,548,4005670,남원시(동림교),Namwonsi(Dongrimgyo),섬진강,요천,"VHF, M2M","부자, 레이더",전라북도 남원시 신촌동 460 동림교,127-23-29,35-24-31,127.3913889,35.40861111,1990-03-12,무,93.853,101.068,5,유,317.09,19.45,A,(관측소명 변경) 남원 → 남원시(동림교),환경부,현재특보지점,섬진강,국가,현재특보지점,O,,지류,,4,5,6,4.72,44051.24306,X,,X,,O,O,O,○,,●,시나리오
549,549,4005690,남원시(요천대교),Namwonsi(Yocheondaegyo),섬진강,요천,"VHF, M2M","부자, 레이더",전라북도 남원시 송동면 세전리 1336-77 요천대교,127-18-41,35-19-08,127.3113889,35.31888889,2001-09-06,무,48.672,58.693,10,무,472.81,5.39,A,(관측소명 변경) 송동 → 남원시(요천대교),환경부,,섬진강,국가,,,,지류,,,,,,,,,,,,,,,,,
550,550,4006660,곡성군(고달교),Gokseonggun(Godalgyo),섬진강,섬진강,"VHF, M2M",레이더,전라남도 곡성군 고달면 뇌죽리 964-2 고달교 상류,127-19-47,35-17-41,127.3297222,35.29472222,1990-03-12,무,43.681,55.362,10,유,2333.05,77.49,A,(관측소명 변경) 오곡 → 곡성군(고달교),환경부,,섬진강,국가,,,,본류,,,,,,,,,,,,,,,,,
551,551,4006667,곡성군(충의교),Gokseonggun(Chunguigyo),섬진강,곡성천,"VHF, M2M",레이더,전라남도 곡성군 곡성읍 묘천리 777-14 충의교,127-17-52,35-16-42,127.2977778,35.27833333,2023-01-01,무,51.941,57.114,4.6,유,25.28,3.06,A,신설(2023),환경부,,섬진강,지방,,,,지류,,,,,,,,,,,,,,,,,
552,552,4006680,곡성군(예성교),Gokseonggun(Yeseonggyo),섬진강,섬진강,"VHF, M2M","부자, 압력",전라남도 곡성군 오곡면 압록리 330-1,127-22-27,35-11-55,127.3741667,35.19861111,1917-03-01,무,27.38,49.147,16,무,2474.03,64,A,(관측소명 변경) 압록 → 곡성군(예성교),환경부,,섬진강,국가,,,,본류,,,,,,,,,,,,,,,,,
553,553,4007616,보성군(돈다교),Boseonggun(Dondagyo),섬진강,보성강,"위성, M2M",레이더,전라남도 보성군 노동면 감정리 돈다교,127-01-49,34-47-31,127.0302778,34.79194444,2022-01-01,무,135.168,144.14,7,무,159.38,92.24,A,신설(2022),환경부,확대특보지점,섬진강,국가,제외,,,지류,,,,,,,,,,,,,,,,,
554,554,4007661,화순군(만수교),Hwasungun(Mansugyo),섬진강,동복천,"위성, M2M",레이더,전라남도 화순군 동복면 연월리 만수교,127-06-10,35-04-42,127.1027778,35.07833333,2022-01-01,무,129.449,137.461,9,무,192.63,19.96,A,신설(2022),환경부,,섬진강,지방,,,,지류,,,,,,,,,,,,,,,,,
